Alapkezelő;Alap megnevezése;Sorozat megnevezése;Az alap (sorozat) ISIN kódja / egyéb azonosító;Alap fajta;Futamidő;Elsődleges eszközkategória;Befektetési politika;Földrajzi, devizális kitettség;Devizanem;Az alap (sorozat) átlagos nettó eszközértéke;"Alapkezelési díj 
(tájékoztató alapján) %-ban";"Sikerdíj 
(tájékoztató alapján) %-ban";A sikerdíj elszámolás gyakorisága;Letétkezelési díj (tájékoztató alapján) %-ban;Egyéb, a tájékoztatóban %-os formában meghatározott díjak összesen, %-ban;A tájékoztatóban %-ban meghatározott maximális díjterhelés;Az alapra terhelt összes költség;Az alapra terhelt alapkezelési díj ;Az alapra terhelt sikerdíj ;Az alapra terhelt eladási, visszaváltási, forgalmazási jutalék;Az alapra terhelt letétkezelési díj ;Az alapra terhelt egyéb költségek;Korrigált  értékpapír kereskedési és bankköltség;ezen belül: a 10 %-nál nagyobb arányt jelentő kollektív értékpapírokba történő befektetés kapcsán felmerült költségek;Ingatlanalapokra terhelt értékcsökkenés, továbbszámlázott közüzemi díjak, egyéb költségek;A 10 %-nál nagyobb arányt jelentő kollektív értékpapírokba történő befektetéshez kapcsolódó arányosított, összesített folyó díjterhelési mutató (%);"Az alapra terhelt összes korrigált költség
(Ft / deviza)";Alapkezelési díj/összes korrigált költség (%);Letétkezelési díj/összes korrigált költség (%);Alapkezelési díj/SÁNE (%);Letétkezelési díj/SÁNE (%);"TER 2024
(%)"
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Aktív Alfa Dollár Abszolút Hozamú Alapba Fektető Alap;A;HU0000715354;nyílt végű;határozatlan;értékpapíralap;alapok alapja;külföldi;USD;2,207,855,136.00;3;;;0.1;4.085;;10,908,707.00;4,744,624.00;0.00;0.00;1,211,229.00;4,570,267.00;382,587.00;0.00;0.00;1.52;10,526,120.00;45.07;11.51;0.21;0.05;2.00
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Aktív Alfa Euró Abszolút Hozamú Alapba Fektető Alap;A;HU0000715321;nyílt végű;határozatlan;értékpapíralap;alapok alapja;külföldi;EUR;4,718,330,442.00;3;;;0.1;4.085;;18,026,471.00;9,797,686.00;0.00;0.00;2,422,094.00;5,391,491.00;415,200.00;0.00;0.00;1.52;17,611,271.00;55.63;13.75;0.21;0.05;1.89
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Aktív Portfólió Alapok Alapja;MBH Aktív Portfólió Alapok Alapja;HU0000720602;nyílt végű;határozatlan;értékpapíralap;alapok alapja;külföldi;HUF;4,698,224,808.00;2;20;éves;0.05;3.085;;59,229,222.00;50,363,870.00;0.00;127,473.00;2,534,702.00;5,425,362.00;777,815.00;0.00;0.00;0.86;58,451,407.00;86.16;4.34;1.07;0.05;2.10
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Állampapír Hosszú Kötvény Alap;A;HU0000702956;nyílt végű;határozatlan;értékpapíralap;kötvényalap;hazai;HUF;16,907,877,547.00;3;;;0.05;4.085;;243,724,347.00;202,396,216.00;;;24,079,852.00;17,012,562.00;235,717.00;0.00;;0;243,488,630.00;83.12;9.89;1.20;0.14;1.44
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Ambíció Abszolút Hozamú Származtatott Alap;A;HU0000712211;nyílt végű;határozatlan;értékpapíralap;abszolút hozamú alap;külföldi;HUF;11,225,379,017.00;3;20;éves;0.2;2.085;;402,505,756.00;182,555,172.00;163,800,651.00;;11,048,438.00;15,437,793.00;29,663,702.00;0.00;;0;209,041,403.00;87.33;5.29;1.63;0.10;1.86
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Arany Alapok Alapja;MBH Arany Alapok Alapja A sorozat;HU0000709290;nyílt végű;határozatlan;értékpapíralap;árupiaci alap;külföldi;HUF;1,827,971,090.00;3;;;0.05;4.085;;41,312,779.00;31,966,928.00;0.00;4,886,765.00;739,831.00;2,301,293.00;1,417,962.00;1,276,693.00;0.00;0.35;39,894,817.00;80.13;1.85;1.75;0.04;2.53
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Bázis Euró Kötvény Alapok Alapja;A;HU0000715339;nyílt végű;határozatlan;értékpapíralap;alapok alapja;külföldi;EUR;4,533,581,576.00;3;;;0.1;4.085;;18,031,788.00;9,388,153.00;0.00;0.00;2,344,316.00;6,115,390.00;183,929.00;0.00;0.00;1.26;17,847,859.00;52.60;13.13;0.21;0.05;1.65
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Bázis Hazai Rövid Kötvény Alap;MBH Bázis Hazai Rövid Kötvény Alap I sorozat;HU0000715446;nyílt végű;határozatlan;értékpapíralap;kötvényalap;hazai;HUF;7,208,221,514.00;0.75;;;0.05;1.835;;61,534,272.00;20,120,542.00;0.00;30,969,517.00;3,483,091.00;6,926,739.00;34,383.00;0.00;0.00;0;61,499,889.00;32.72;5.66;0.28;0.05;0.85
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Bázis Hazai Rövid Kötvény Alap;MBH Bázis Hazai Rövid Kötvény Alap A sorozat;HU0000702691;nyílt végű;határozatlan;értékpapíralap;kötvényalap;hazai;HUF;110,135,218,519.00;1.5;;;0.05;2.585;;1,555,036,984.00;922,271,996.00;0.00;473,186,695.00;53,218,527.00;105,834,416.00;525,350.00;0.00;0.00;0.05;1,554,511,634.00;59.33;3.42;0.84;0.05;1.46
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Befektetési Kártya Kötvényalap;MBH Befektetési Kártya Kötvényalap;HU0000702733;nyílt végű;határozatlan;értékpapíralap;kötvényalap;hazai;HUF;48,551,967,308.00;2.5;;;0.05;4.035;;1,179,321,894.00;1,111,764,725.00;0.00;0.00;19,419,364.00;44,635,554.00;3,502,251.00;0.00;0.00;0.3;1,175,819,643.00;94.55;1.65;2.29;0.04;2.72
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Bonitas Dollár Kötvény Alap;A;HU0000708052;nyílt végű;határozatlan;értékpapíralap;rövid kötvényalap;külföldi;USD;113,154,987,846.00;3;;;0.2;2.085;;1,184,730,744.00;974,700,161.00;0.00;0.00;97,464,523.00;111,914,389.00;651,671.00;0.00;0.00;0;1,184,079,073.00;82.32;8.23;0.86;0.09;1.05
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Bonitas Euro Kötvény Alap;A;HU0000707138;nyílt végű;határozatlan;értékpapíralap;rövid kötvényalap;külföldi;EUR;157,026,950,393.00;3;;;0.2;2.085;;869,238,455.00;651,577,127.00;0.00;0.00;65,164,884.00;150,972,324.00;1,524,120.00;0.00;0.00;0;867,714,335.00;75.09;7.51;0.41;0.04;0.55
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Bonitas Kötvényalap;MBH Bonitas Kötvényalap A sorozat;HU0000702725;nyílt végű;határozatlan;értékpapíralap;kötvényalap;hazai;HUF;319,370,813,738.00;1.5;;;0.04;3.035;;4,616,764,020.00;2,988,285,152.00;0.00;1,171,755,931.00;171,869,976.00;284,001,112.00;851,849.00;0.00;0.00;0.32;4,615,912,171.00;64.74;3.72;0.94;0.05;1.77
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Centrál Abszolút Hozamú Származtatott Alap ;A;HU0000702964;nyílt végű;határozatlan;értékpapíralap;abszolút hozamú alap;külföldi;HUF;3,473,084,063.00;3;20;éves;0.2;4.085;;112,568,384.00;50,338,278.00;38,660,400.00;;6,857,196.00;9,056,587.00;7,655,923.00;0.00;;0;66,252,061.00;75.98;10.35;1.45;0.20;1.91
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Dinamikus Európa Részvény Alap;MBH Dinamikus Európa Részvény Alap EUR sorozat;HU0000721766;nyílt végű;határozatlan;értékpapíralap;részvényalap;külföldi;EUR;2,769,960,733.00;3;;;0.05;4.085;;55,916,347.00;47,366,444.00;0.00;1,348,791.00;1,100,448.00;3,167,650.00;2,933,014.00;0.00;0.00;0.06;52,983,333.00;89.40;2.08;1.71;0.04;1.97
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Dinamikus Európa Részvény Alap;MBH Dinamikus Európa Részvény Alap HUF sorozat;HU0000725692;nyílt végű;határozatlan;értékpapíralap;részvényalap;külföldi;HUF;1,857,773,570.00;3;;;0.05;4.085;;38,243,350.00;31,768,005.00;0.00;1,021,519.00;833,434.00;2,399,048.00;2,221,344.00;0.00;0.00;0.04;36,022,006.00;88.19;2.31;1.71;0.04;1.98
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Dinamikus Európa Részvény Alap;MBH Dinamikus Európa Részvény Alap USD sorozat;HU0000725700;nyílt végű;határozatlan;értékpapíralap;részvényalap;külföldi;USD;160,423,641.00;3;;;0.05;4.085;;3,271,126.00;2,743,251.00;0.00;83,275.00;67,942.00;195,572.00;181,086.00;0.00;0.00;0;3,090,040.00;88.78;2.20;1.71;0.04;1.93
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Dollár Rövid Kötvény Alap;MBH Dollár Rövid Kötvény Alap USD Sorozat;HU0000711668;nyílt végű;határozatlan;értékpapíralap;rövid kötvényalap;külföldi;USD;6,669,698,921.00;1.5;;;0.05;3.035;;80,905,690.00;63,245,503.00;0.00;3,522,720.00;2,926,727.00;9,036,270.00;2,174,470.00;0.00;0.00;0.17;78,731,220.00;80.33;3.72;0.95;0.04;1.35
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Dollár Rövid Kötvény Alap;MBH Dollár Rövid Kötvény Alap HUFH Sorozat;HU0000727656;nyílt végű;határozatlan;értékpapíralap;rövid kötvényalap;külföldi;HUF;2,856,961,667.00;1.5;;;0.05;3.035;;34,655,905.00;27,091,174.00;0.00;1,508,955.00;1,253,662.00;3,870,681.00;931,433.00;0.00;0.00;0.07;33,724,472.00;80.33;3.72;0.95;0.04;1.25
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Egyensúly Dollár Vegyes Értékpapír Alapba Fektető Alap;A;HU0000714712;nyílt végű;határozatlan;értékpapíralap;alapok alapja;külföldi;USD;6,315,237,945.00;3;;;0.1;4.085;;24,888,154.00;13,572,859.00;0.00;0.00;3,388,152.00;7,063,219.00;863,924.00;0.00;0.00;1.62;24,024,230.00;56.50;14.10;0.21;0.05;2.00
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Egyensúly Euró Vegyes Értékpapír Alapba Fektető Alap;A;HU0000714431;nyílt végű;határozatlan;értékpapíralap;alapok alapja;külföldi;EUR;18,863,265,373.00;3;;;0.1;4.085;;63,898,629.00;39,064,497.00;0.00;0.00;9,747,495.00;12,717,892.00;2,368,745.00;0.00;0.00;1.65;61,529,884.00;63.49;15.84;0.21;0.05;1.98
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Egyensúly Vegyes Értékpapíralap;MBH Egyensúly Vegyes Értékpapíralap A sorozat;HU0000712203;nyílt végű;határozatlan;értékpapíralap;vegíes értékpapíralap;külföldi;HUF;76,843,239,187.00;3;20;éves;0.2;4.085;;2,071,505,437.00;1,238,068,861.00;656,873,699.00;;76,295,434.00;79,445,732.00;20,821,711.00;0.00;0.00;0;1,393,810,027.00;88.83;5.47;1.61;0.10;1.81
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Egyensúly Vegyes Értékpapíralap;MBH Egyensúly Vegyes Értékpapíralap B sorozat;HU0000732565;nyílt végű;határozatlan;értékpapíralap;vegíes értékpapíralap;külföldi;HUF;5,413,492,054.00;0.05;20;éves;0.2;4.085;;14,701,292.00;2,262,699.00;;0.00;5,374,900.00;5,596,834.00;1,466,859.00;0.00;0.00;0;13,234,433.00;17.10;40.61;0.04;0.10;0.24
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH ESG Globális Részvény Alap;MBH ESG Globális Részvény Alap EUR sorozat;HU0000725791;nyílt végű;határozatlan;értékpapíralap;részvényalap;külföldi;EUR;2,297,709,880.00;3;;;0.05;4.085;;51,342,536.00;44,625,901.00;0.00;1,371,569.00;982,596.00;3,195,096.00;1,167,374.00;0.00;0.00;0;50,175,162.00;88.94;1.96;1.94;0.04;2.18
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH ESG Globális Részvény Alap;MBH ESG Globális Részvény Alap HUF sorozat;HU0000725783;nyílt végű;határozatlan;értékpapíralap;részvényalap;külföldi;HUF;3,702,533,465.00;3;;;0.05;4.085;;82,733,448.00;71,910,250.00;0.00;2,210,148.00;1,583,357.00;5,148,585.00;1,881,108.00;0.00;0.00;0;80,852,340.00;88.94;1.96;1.94;0.04;2.18
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH ESG Globális Részvény Alap;MBH ESG Globális Részvény Alap USD sorozat;HU0000725809;nyílt végű;határozatlan;értékpapíralap;részvényalap;külföldi;USD;730,141,398.00;3;;;0.05;4.085;;16,315,077.00;14,180,736.00;0.00;435,842.00;312,239.00;1,015,305.00;370,955.00;0.00;0.00;0;15,944,122.00;88.94;1.96;1.94;0.04;2.18
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH ESG Új-Energia Részvény Alap;A;HU0000726047;nyílt végű;határozatlan;értékpapíralap;részvényalap;külföldi;HUF;787,224,575.00;3;20;éves;0.2;4.085;;13,662,948.00;7,866,752.00;;;783,184.00;3,576,656.00;1,436,356.00;0.00;;0;12,226,592.00;64.34;6.41;1.00;0.10;1.55
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Észak-Amerikai Részvény Befektetési Alap;A;HU0000709506;nyílt végű;határozatlan;értékpapíralap;részvényalap;külföldi;HUF;9,051,633,891.00;3;20;éves;0.2;1.585;;142,069,040.00;109,051,117.00;;;18,072,592.00;9,879,093.00;5,066,238.00;1,517,128.00;;0.07;137,002,802.00;79.60;13.19;1.20;0.20;1.58
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Euró Rövid Kötvény Alap;MBH Euró Rövid Kötvény EUR Sorozat;HU0000706429;nyílt végű;határozatlan;értékpapíralap;rövid kötvényalap;külföldi;EUR;4,257,073,667.00;1.5;;;0.09;3.035;;71,317,570.00;53,472,119.00;0.00;2,245,314.00;5,413,083.00;8,125,206.00;2,061,848.00;0.00;0.00;0;69,255,722.00;77.21;7.82;1.26;0.13;1.63
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Euró Rövid Kötvény Alap;MBH Euró Rövid Kötvény I Sorozat;HU0000717830;nyílt végű;határozatlan;értékpapíralap;rövid kötvényalap;külföldi;EUR;258,989,859.00;0.75;;;0.09;2.285;;2,386,919.00;1,301,245.00;0.00;136,599.00;329,319.00;494,318.00;125,438.00;0.00;0.00;0;2,261,481.00;57.54;14.56;0.50;0.13;0.87
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Euró Rövid Kötvény Alap;MBH Euró Rövid Kötvény HUF Sorozat;HU0000701560;nyílt végű;határozatlan;értékpapíralap;rövid kötvényalap;külföldi;HUF;855,391,741.00;1.5;;;0.09;3.035;;14,330,140.00;10,744,378.00;0.00;451,160.00;1,087,674.00;1,632,632.00;414,296.00;0.00;0.00;0;13,915,844.00;77.21;7.82;1.26;0.13;1.63
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Fejlett Piaci Részvény Alap;MBH Fejlett Piaci Részvény Alap USD sorozat;HU0000715271;nyílt végű;határozatlan;értékpapíralap;részvényalap;külföldi;USD;1,545,738,458.00;3;;;0.13;4.085;;43,600,030.00;38,442,602.00;0.00;502,114.00;1,481,758.00;2,053,770.00;1,119,786.00;0.00;0.00;0;42,480,244.00;90.50;3.49;2.49;0.10;2.75
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Fejlett Piaci Részvény Alap;MBH Fejlett Piaci Részvény Alap A sorozat;HU0000701552;nyílt végű;határozatlan;értékpapíralap;részvényalap;külföldi;HUF;10,366,519,503.00;3;;;0.13;4.085;;292,404,302.00;257,815,920.00;0.00;3,367,438.00;9,937,436.00;13,773,637.00;7,509,871.00;0.00;0.00;0;284,894,431.00;90.50;3.49;2.49;0.10;2.75
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Fejlett Piaci Részvény Alap;MBH Fejlett Piaci Részvény Alap I sorozat;HU0000715438;nyílt végű;határozatlan;értékpapíralap;részvényalap;külföldi;HUF;9,702,227,210.00;1.5;;;0.13;4.085;;128,889,912.00;96,517,973.00;0.00;3,151,651.00;9,300,640.00;12,891,014.00;7,028,634.00;0.00;0.00;0;121,861,278.00;79.20;7.63;0.99;0.10;1.26
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Fejlett Piaci Vállalati Kötvény Alap;MBH Fejlett Piaci Vállalati Kötvény Alap USD;HU0000723499;nyílt végű;határozatlan;értékpapíralap;szabad futamidejű kötvényalap;külföldi;USD;545,343,361.00;3;;;0.05;4.085;;7,050,461.00;5,825,695.00;0.00;182,351.00;235,961.00;752,695.00;53,759.00;15,298.00;0.00;0.01;6,996,702.00;83.26;3.37;1.07;0.04;1.29
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Fejlett Piaci Vállalati Kötvény Alap;MBH Fejlett Piaci Vállalati Kötvény Alap HUF;HU0000723473;nyílt végű;határozatlan;értékpapíralap;szabad futamidejű kötvényalap;külföldi;HUF;2,326,581,544.00;3;;;0.05;4.085;;30,079,163.00;24,853,984.00;0.00;777,959.00;1,006,672.00;3,211,201.00;229,347.00;65,264.00;0.00;0.03;29,849,816.00;83.26;3.37;1.07;0.04;1.31
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Fejlett Piaci Vállalati Kötvény Alap;MBH Fejlett Piaci Vállalati Kötvény Alap EUR;HU0000723481;nyílt végű;határozatlan;értékpapíralap;szabad futamidejű kötvényalap;külföldi;EUR;2,092,963,356.00;3;;;0.05;4.085;;27,058,835.00;22,358,330.00;0.00;699,842.00;905,590.00;2,888,755.00;206,318.00;58,711.00;0.00;0.03;26,852,517.00;83.26;3.37;1.07;0.04;1.31
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Feltörekvő Piaci Kötvény Alap;MBH Feltörekvő Piaci Kötvény Alap USD sorozat;HU0000711239;nyílt végű;határozatlan;értékpapíralap;szabad futamidejű kötvényalap;külföldi;USD;273,180,803.00;3;;;0.05;4.085;;4,606,319.00;4,050,889.00;0.00;38,525.00;162,501.00;319,635.00;34,769.00;26,071.00;0.00;0;4,571,550.00;88.61;3.55;1.48;0.06;1.67
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Feltörekvő Piaci Kötvény Alap;MBH Feltörekvő Piaci Kötvény Alap CZK sorozat;HU0000709860;nyílt végű;határozatlan;értékpapíralap;szabad futamidejű kötvényalap;külföldi;CZK;118,768,222.00;3;;;0.05;4.085;;2,002,646.00;1,761,167.00;0.00;16,749.00;70,649.00;138,964.00;15,117.00;11,335.00;0.00;0;1,987,529.00;88.61;3.55;1.48;0.06;1.67
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Feltörekvő Piaci Kötvény Alap;MBH Feltörekvő Piaci Kötvény Alap HUF sorozat;HU0000708615;nyílt végű;határozatlan;értékpapíralap;szabad futamidejű kötvényalap;külföldi;HUF;14,651,800,861.00;3;;;0.05;4.085;;247,055,760.00;217,265,710.00;0.00;2,066,278.00;8,715,610.00;17,143,330.00;1,864,832.00;1,398,290.00;0.00;0.06;245,190,928.00;88.61;3.55;1.48;0.06;1.73
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Feltörekvő Piaci Részvény Alap;MBH Feltörekvő Piaci Részvény Alap USD sorozat;HU0000725684;nyílt végű;határozatlan;értékpapíralap;részvényalap;külföldi;USD;240,414,505.00;3;;;0.05;4.085;;6,699,483.00;5,981,467.00;0.00;93,768.00;138,047.00;366,834.00;119,367.00;0.00;0.00;0;6,580,116.00;90.90;2.10;2.49;0.06;2.74
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Feltörekvő Piaci Részvény Alap;MBH Feltörekvő Piaci Részvény Alap CZK sorozat;HU0000709852;nyílt végű;határozatlan;értékpapíralap;részvényalap;külföldi;CZK;42,843,730.00;3;;;0.05;4.085;;1,226,366.00;1,098,410.00;0.00;16,710.00;24,601.00;65,373.00;21,272.00;0.00;0.00;0;1,205,094.00;91.15;2.04;2.56;0.06;2.81
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Feltörekvő Piaci Részvény Alap;MBH Feltörekvő Piaci Részvény Alap HUF sorozat;HU0000708623;nyílt végű;határozatlan;értékpapíralap;részvényalap;külföldi;HUF;1,135,262,660.00;3;;;0.05;4.085;;31,635,668.00;28,245,121.00;0.00;442,781.00;651,874.00;1,732,229.00;563,663.00;0.00;0.00;0.01;31,072,005.00;90.90;2.10;2.49;0.06;2.75
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Feltörekvő Piaci Részvény Alap;MBH Feltörekvő Piaci Részvény Alap I sorozat;HU0000715461;nyílt végű;határozatlan;értékpapíralap;részvényalap;külföldi;HUF;1,160,888,732.00;1.5;;;0.05;3.335;;15,020,158.00;11,553,077.00;0.00;452,776.00;666,588.00;1,771,330.00;576,387.00;0.00;0.00;0.01;14,443,771.00;79.99;4.62;1.00;0.06;1.25
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Global Titans Abszolút Hozamú Alapok Alapja;MBH Global Titans Abszolút Hozamú Alapok Alapja;HU0000710595;nyílt végű;határozatlan;értékpapíralap;alapok alapja;külföldi;HUF;6,445,917,536.00;3;;;0.05;4.085;;116,249,796.00;100,916,923.00;0.00;1,373,597.00;2,677,752.00;6,697,268.00;4,584,256.00;0.00;0.00;1.01;111,665,540.00;90.37;2.40;1.57;0.04;2.74
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Globális Biztosítói Részvény Alap;MBH Globális Biztosítói Részvény Alap A sorozat;HU0000702931;nyílt végű;határozatlan;értékpapíralap;részvényalap;külföldi;HUF;1,304,773,964.00;3;;;0.2;4.085;;26,887,978.00;19,608,919.00;0.00;0.00;2,697,905.00;4,193,552.00;387,602.00;66,559.00;0.00;0.09;26,500,376.00;73.99;10.18;1.50;0.21;2.12
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Hagyományos Energia Alap;MBH Hagyományos Energia Alap A sorozat;HU0000704374;nyílt végű;határozatlan;értékpapíralap;árupiaci alap;külföldi;HUF;1,205,486,076.00;3;;;0.05;4.085;;28,590,765.00;23,539,452.00;0.00;583,619.00;485,399.00;2,568,376.00;1,413,919.00;0.00;0.00;0;27,176,846.00;86.62;1.79;1.95;0.04;2.25
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Hazai Feltörekvő Abszolút Hozamú Származtatott Alap;A;HU0000720727;nyílt végű;határozatlan;értékpapíralap;abszolút hozamú alap;hazai;HUF;1,100,762,066.00;3;20;éves;0.2;4.085;;26,831,053.00;15,923,044.00;5,432,121.00;;1,082,872.00;4,105,412.00;287,604.00;0.00;;0;21,111,328.00;75.42;5.13;1.45;0.10;1.92
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Hazai Hosszú Kötvény Alap;MBH Hazai Hosszú Kötvény Alap I sorozat;HU0000720628;nyílt végű;határozatlan;értékpapíralap;kötvényalap;külföldi;HUF;6,146,006,328.00;1;;;0.05;2.585;;73,009,141.00;41,676,620.00;0.00;21,338,043.00;2,478,977.00;7,290,895.00;224,606.00;0.00;0.00;0.04;72,784,535.00;57.26;3.41;0.68;0.04;1.22
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Hazai Hosszú Kötvény Alap;MBH Hazai Hosszú Kötvény Alap A sorozat;HU0000702709;nyílt végű;határozatlan;értékpapíralap;kötvényalap;hazai;HUF;19,069,588,011.00;1.5;;;0.05;2.585;;291,186,199.00;193,968,874.00;0.00;66,206,845.00;7,691,674.00;22,621,905.00;696,901.00;0.00;0.00;0.14;290,489,298.00;66.77;2.65;1.02;0.04;1.66
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH High Yield Vállalati Kötvény Alap;MBH High Yield Vállalati Kötvény Alap I sorozat;HU0000717582;nyílt végű;határozatlan;értékpapíralap;szabad futamidejű kötvényalap;külföldi;HUF;173,609,915.00;3;;;0.05;4.085;;2,229,267.00;1,761,134.00;0.00;91,885.00;88,866.00;274,298.00;13,084.00;0.00;0.00;0;2,216,183.00;79.47;4.01;1.01;0.05;1.28
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH High Yield Vállalati Kötvény Alap;MBH High Yield Vállalati Kötvény Alap HUF sorozat;HU0000715255;nyílt végű;határozatlan;értékpapíralap;szabad futamidejű kötvényalap;külföldi;HUF;3,761,597,004.00;3;;;0.05;4.085;;74,535,307.00;64,392,293.00;0.00;1,990,866.00;1,925,463.00;5,943,193.00;283,492.00;0.00;0.00;0.06;74,251,815.00;86.72;2.59;1.71;0.05;2.03
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Ingatlan Befektetési Alap;A;HU0000727219;nyílt végű;határozatlan;ingatlanalap;ingatlanalap;hazai;HUF;11,276,658,645.00;2.5;;;0.2;3.585;;132,132,975.00;67,917,098.00;;192,076.00;11,254,364.00;18,232,545.00;515,758.00;0.00;34,021,134.00;0;97,596,083.00;69.59;11.53;0.60;0.10;0.87
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Ingatlanpiaci Abszolút Hozamú Származtatott Alap;A;HU0000705058;nyílt végű;határozatlan;értékpapíralap;abszolút hozamú alap;külföldi;HUF;2,802,329,924.00;3;20;éves;0.2;4.085;;65,450,783.00;30,056,662.00;24,375,144.00;0.00;2,802,119.00;5,675,427.00;2,541,431.00;0.00;;0;38,534,208.00;78.00;7.27;1.07;0.10;1.38
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Jövő Technológiája Abszolút Hozamú Származtatott Alap;A;HU0000726054;nyílt végű;határozatlan;értékpapíralap;abszolút hozamú alap;külföldi;HUF;2,035,093,591.00;3;20;éves;0.2;4.085;;63,188,811.00;20,408,432.00;34,441,554.00;;2,035,358.00;4,455,318.00;1,848,149.00;417,032.00;;0.03;26,899,108.00;75.87;7.57;1.00;0.10;1.35
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Kontroll Abszolút Hozamú Származtatott Alap;MBH Kontroll Abszolút Hozamú Származtatott Alap A sorozat;HU0000702741;nyílt végű;határozatlan;értékpapíralap;abszolút hozamú alap;külföldi;HUF;8,463,670,021.00;3;20;éves;0.07;4.085;;192,467,130.09;153,722,552.00;0.00;11,122,664.00;7,222,208.00;10,106,674.28;10,293,031.81;0.00;0.00;0;182,174,098.28;84.38;3.96;1.82;0.09;2.15
MBH Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság;MBH Közép-Európai Részvény Alap;MBH Közép-Európai Részvény Alap CZK Sorozat;HU0000709845;nyílt végű;határozatlan;értékpapíralap;részvényalap;külföldi;CZK;6,613,872.00;3;;;0.05;4.085;;194,207.00;158,228.00;0.00;5,844.00;6,051.00;10,236.00;13,848.00;0.00;0.00;0;180,359.00;87.73;3.35;2.39;0.09;2.73
